item,name,coord,website,telefono,comune,indirizzo,email,lat,lon
http://www.wikidata.org/entity/Q55675484,Museo della memoria di Ferramonti,Point(16.245237 39.5831),http://www.museoferramonti.it/,+39-0984-32377,Tarsia,Viale R. Pacifici - Tarsia,mailto:info@museoferramonti.it,39.5831,16.245237
http://www.wikidata.org/entity/Q55378066,Museo della nobile contrada del Bruco,Point(11.332892 43.323141),http://www.nobilcontradadelbruco.com,+39-0577-47740,Siena,Via del Comune 44,mailto:segreteria@nobilcontradadelbruco.it,43.322829999999996,11.332981
http://www.wikidata.org/entity/Q55378066,Museo della nobile contrada del Bruco,Point(11.332892 43.323141),http://www.nobilcontradadelbruco.com,+39-0577-47740,Siena,Via del Comune 44,mailto:segreteria@nobilcontradadelbruco.it,43.323141,11.332892
http://www.wikidata.org/entity/Q55378059,Museo della nobile contrada del Nicchio,Point(11.338486 43.317793),http://www.nobilecontradadelnicchio.it,+39-0577-49600,Siena,Via dei Pispini 68,mailto:fabbrini@unisi.it,43.317793,11.338486
http://www.wikidata.org/entity/Q55378059,Museo della nobile contrada del Nicchio,Point(11.338486 43.317793),http://www.nobilecontradadelnicchio.it,+39-0577-49600,Siena,Via dei Pispini 68,mailto:fabbrini@unisi.it,43.317677,11.337366000000001
http://www.wikidata.org/entity/Q55359986,Museo della nostra terra di Leonessa,Point(12.962482 42.56658),http://www.cta.unisi.it/metl/lazio/comuni/leonessa/ocre,+39-335-465-412,Leonessa,"Via Comunale di Ocre Leonessa, 79 - Leonessa",mailto:museoocre@virgilio.it,42.56658,12.962482000000001
http://www.wikidata.org/entity/Q55359480,Museo della radio di Verona,Point(10.99611 45.43344),http://www.museodellaradio.com,+39-045-595855,Verona,"Via del Pontiere, 40 - Verona",mailto:mal.info@museodellaradio.com,45.433440000000004,10.99611
http://www.wikidata.org/entity/Q3868108,Museo della satira e della caricatura,Point(10.169657 43.959473),http://www.museosatira.it,+39-0584-876277,Forte dei Marmi,Piazza Giuseppe Garibaldi 1,mailto:museosatira@gmail.com,43.959472999999996,10.169657
http://www.wikidata.org/entity/Q3868108,Museo della satira e della caricatura,Point(10.169657 43.959473),http://www.museosatira.it,+39-0584-876277,Forte dei Marmi,Piazza Giuseppe Garibaldi 1,mailto:museosatira@gmail.com,43.959537,10.16956
http://www.wikidata.org/entity/Q55390969,Museo della scuola e del libro per l'infanzia,Point(7.67834 45.074123),http://www.fondazionetancredidibarolo.com,+39-011-1978-4944,Turin,"Via delle Orfane, 7 - Torino",mailto:info@fondazionetancredidibarolo.it,45.074123,7.6783399999999995
http://www.wikidata.org/entity/Q3868112,Museo della storia del Genoa,Point(8.93647 44.410565),http://www.fondazionegenoa.com,+39-010-553-6711,Genova,"salita Dinegro, 7/R - Genova",mailto:info@fondazionegenoa.com,44.410565000000005,8.93647
http://www.wikidata.org/entity/Q3868112,Museo della storia del Genoa,Point(8.93647 44.410565),http://www.fondazionegenoa.com,+39-010-553-6711,Genova,"salita Dinegro, 7/R - Genova",mailto:info@fondazionegenoa.com,44.41055,8.936465
http://www.wikidata.org/entity/Q55360129,Museo della strumentazione e informazione cristallografica,Point(12.494248 41.89052),http://www.cnr.it/museidelcnr/iservizi/cristallografia,+39-06-9067-2634,Roma,"Via Salaria - Km 29,3,  - Roma",mailto:faustodaprile@ic.cnr.it,41.89052,12.494247999999999
http://www.wikidata.org/entity/Q55360534,Museo della strumentazione storica del Liceo Galvani,Point(11.347377 44.4891),http://www.comune.bologna.it/iperbole/llgalo,+39-051-226461,Bologna,"Via Castiglione, 38,  - Bologna",mailto:llgalv@iperbole.bologna.it,44.4891,11.347377
http://www.wikidata.org/entity/Q55385673,Museo della terra pontina,Point(12.902931 41.467407),http://museodellaterrapontina.altervista.org/,+39-0773-400088,Latina,"Piazza del Quadrato, 22 - Latina",mailto:museo.terrapontina@hotmail.it,41.467407,12.902931
http://www.wikidata.org/entity/Q54855200,Museo della tessitura,Point(13.348683 43.267048),http://www.comune.macerata.it,+39-0733-232527,Macerata,"Vicolo Vecchio, 6",mailto:museo@latela.net,43.267047999999996,13.348683
http://www.wikidata.org/entity/Q55388313,Museo della via Ostiense - Porta San Paolo,Point(12.480923 41.87706),http://www.soprintendenzaspecialeroma.it,+39-06-574-3193,Roma,"via Raffaele Persichetti, 3 - Roma",mailto:ss-ba-rm.museoviaostiense@beniculturali.it,41.87706,12.480922999999999
http://www.wikidata.org/entity/Q55686017,Museo delle Carrozze,Point(11.248589 43.76531),http://www.uffizi.it,+39-055-238-8611,Firenze,"piazza Pitti, 1 - Firenze",mailto:ga-uff@beniculturali.it,43.76531,11.248588999999999
http://www.wikidata.org/entity/Q55685697,Museo delle Civiltà,Point(12.471514 41.832603),http://www.museocivilta.beniculturali.it,+39-06-549521,Roma,"Piazza Guglielmo Marconi, 14 - Roma",mailto:mu-civ@beniculturali.it,41.832603000000006,12.471513999999999
http://www.wikidata.org/entity/Q55673251,Museo delle Civiltà - Museo nazionale delle arti e tradizioni popolari,Point(12.468757 41.83411),http://www.museocivilta.beniculturali.it,+39-06-592-6148,Roma,"piazza Guglielmo Marconi, 8 - Roma",mailto:mu-civ@beniculturali.it,41.834109999999995,12.468757
http://www.wikidata.org/entity/Q55388324,Museo delle Civiltà - Museo nazionale dell’Alto Medioevo,Point(12.4722 41.8327),http://www.altomedioevo.beniculturali.it/,+39-06-5422-8199,Roma,"viale Lincoln, 3 - Roma",mailto:mu-civ@beniculturali.it,41.8327,12.4722
http://www.wikidata.org/entity/Q55672424,Museo delle Civiltà - Museo nazionale d’arte orientale 'Giuseppe Tucci',Point(12.471543 41.832737),http://www.museocivilta.beniculturali.it,+39-06-549521,Roma,"via Merulana, 247-248 - Roma",mailto:mu-civ@beniculturali.it,41.832737,12.471542999999999
http://www.wikidata.org/entity/Q55387087,"Museo delle Civiltà - Museo nazionale preistorico ed etnografico ""Luigi Pigorini""",Point(12.471458 41.832706),http://www.pigorini.beniculturali.it/,+39-06-549521,Roma,"piazza Guglielmo Marconi, 14 - Roma",mailto:mu-civ@beniculturali.it,41.832706,12.471458
http://www.wikidata.org/entity/Q3868122,Museo delle Ferrovie dello Stato,Point(9.108839 39.2152),http://web.tiscali.it/sardegnavapore/museo.htm,+39-070-679-4325,Cagliari,"Via Sassari, 24 - Cagliari",mailto:gi.galante@trenitalia.it,39.2154151,9.108280699999998
http://www.wikidata.org/entity/Q3868122,Museo delle Ferrovie dello Stato,Point(9.108839 39.2152),http://web.tiscali.it/sardegnavapore/museo.htm,+39-070-679-4325,Cagliari,"Via Sassari, 24 - Cagliari",mailto:gi.galante@trenitalia.it,39.2152,9.108839
http://www.wikidata.org/entity/Q55360136,Museo delle antichità etrusche ed italiche,Point(12.512097 41.901756),http://www.musei.uniroma1.it/museoetruscologia/index.htm,+39-06-4991-3315,Roma,"Piazzale Aldo Moro, 5 - Roma",mailto:museo.etruscologia@uniroma1.it,41.901756,12.512097
http://www.wikidata.org/entity/Q55374675,Museo delle arti e dei mestieri del legno,Point(10.548205 43.677666),http://www.comune.cascina.pi.it,+39-050-703091,Cascina,Via Curtatone 60,mailto:infocultura@comune.cascina.pi.it,43.677665999999995,10.548205000000001
http://www.wikidata.org/entity/Q55359999,Museo delle bande musicali di Poggio Mirteto,Point(12.684725 42.264477),http://www.mubam.it/,+39-0765-441365,Poggio Mirteto,"Via Cairoli, 23/25 - Poggio Mirteto",mailto:mubam@libero.it,42.264477,12.684725
http://www.wikidata.org/entity/Q55360138,Museo delle carrozze d'epoca,Point(12.519553 41.816975),http://www.lecarrozzedepoca.it,+39-06-5195-8112,Roma,"Via Andrea Millevoi, 693 - Roma",mailto:info@lecarrozzadepoca.it,41.816975,12.519553
http://www.wikidata.org/entity/Q3868139,Museo delle cere,Point(12.483281 41.897644),http://www.museodellecereroma.com,+39-06-679-6482,Roma,"Piazza Santi Apostoli, 68a - Roma",mailto:museodellecere.roma@lice.it,41.897644,12.483281
http://www.wikidata.org/entity/Q3868143,Museo delle genti d'Abruzzo,Point(14.213303 42.462085),http://www.gentidabruzzo.com/,+39-085-451-0026,Pescara,"Via delle Caserme, 24 - Pescara",mailto:museo@gentidabruzzo.it,42.462084999999995,14.213303
http://www.wikidata.org/entity/Q55370474,"Museo delle macchine agricole ""Roberto Giuseppe Orsi Carbone""",Point(8.87094 44.90027),http://www.berri-tractors.it/,+39-0131-863470,Tortona,"Ex Officine Orsi, Via Emilia,  - Tortona",mailto:affarigenerali@comunetortona.al.it,44.90027,8.87094
http://www.wikidata.org/entity/Q55673112,Museo delle maioliche medievali e rinascimentali orvietane,Point(12.105355 42.71843),http://www.ceramicunderground.org,+39-0763-344149,Orvieto,"Via della Cava, 8 - Orvieto",mailto:info@ceramicaunderground.org,42.71843,12.105355
http://www.wikidata.org/entity/Q55375452,Museo delle maschere mediterranee,Point(9.283931 40.211594),http://ww.museodellemaschere.it,+39-0784-569018,Mamujada,"Piazza Europa, 15 - Mamoiada",mailto:info@museodellemaschere.it,40.211594,9.283930999999999
http://www.wikidata.org/entity/Q55374687,Museo delle miniere di Montecatini Val di Cecina,Point(10.751425 43.391876),http://www.museodelleminieremontecatini.it,+39-0588-31026,Montecatini Val di Cecina,"La Miniera,  - Montecatini Val di Cecina",mailto:info@museodelleminieremontecatini.it,43.391876,10.751425
http://www.wikidata.org/entity/Q55374687,Museo delle miniere di Montecatini Val di Cecina,Point(10.751425 43.391876),http://www.museodelleminieremontecatini.it,+39-0588-31026,Montecatini Val di Cecina,"La Miniera,  - Montecatini Val di Cecina",mailto:info@museodelleminieremontecatini.it,43.391849,10.751424
http://www.wikidata.org/entity/Q3328411,Museo delle navi antiche di Pisa,Point(10.392926 43.71465),https://www.navidipisa.it/,+39-050-805-7880,Pisa,Lungarno Ranieri Simonelli 16,mailto:info@cantierenavipisa.it,43.71465,10.392926
http://www.wikidata.org/entity/Q24248172,Museo delle navi romane di Nemi,Point(12.701998 41.721714),http://www.polomusealelazio.beniculturali.it/index.php?it/229/museo-nazionale-delle-navi-romane,+39-06-939-8040,Nemi,"via del Tempio di Diana, 13-15 - Nemi",mailto:pm-laz@beniculturali.it,41.721714,12.701998
http://www.wikidata.org/entity/Q55360142,Museo delle origini,Point(12.512097 41.901756),https://web.uniroma1.it/polomuseale/museo-origini,+39-06-4991-3924,Roma,"Piazzale Aldo Moro, 5 - Roma",mailto:musori@rmcisadu.let.uniroma1.it,41.901756,12.512097
http://www.wikidata.org/entity/Q55376027,Museo delle pietre romaniche della Cattedrale,Point(10.024608 45.133636),http://www.diocesidicremona.it-http://www.cattedraledicremona.it,+39-0372-495011,Cremona,"Piazza del  Comune, 5 - Cremona",mailto:beniculturali@diocesidicremona.it,45.133635999999996,10.024608
http://www.wikidata.org/entity/Q55385666,Museo delle scritture Aldo Manuzio,Point(13.032284 41.549324),http://www.comune.bassiano.lt.it,+39-0773-355013,Bassiano,"Via Aldo Manuzio, 117 - Bassiano",mailto:info@comune.bassiano.lt.it,41.549324,13.032283999999999
http://www.wikidata.org/entity/Q3328416,Museo delle sinopie,Point(10.395996 43.722664),http://www.opapisa.it,+39-050-387-2210,Pisa,Piazza del Duomo 3,mailto:info@opapisa.it,43.72252,10.39438
http://www.wikidata.org/entity/Q3328416,Museo delle sinopie,Point(10.395996 43.722664),http://www.opapisa.it,+39-050-387-2210,Pisa,Piazza del Duomo 3,mailto:info@opapisa.it,43.722664,10.395996
http://www.wikidata.org/entity/Q55193855,Museo delle tecniche fotografiche,Point(13.922047 42.05349),http://www.muvi.org/museoimmaginesulmona,+39-0864-211035,Сульма,"Via Galileo Galilei, 10 - Sulmona",mailto:museoimmagine@virgilio.it,42.053490000000004,13.922047000000001
http://www.wikidata.org/entity/Q55369234,Museo dell’acqua - Acquedotto pugliese,Point(16.87467 41.123363),http://www.aqp.it,+39-080-572-3111,Bari,"Via Salvatore Cognetti 36 ,  - Bari",mailto:ufficiostampa@aqp.it,41.123363,16.874670000000002
http://www.wikidata.org/entity/Q55360134,Museo dell’ara Pacis Augustae,Point(12.474738 41.907654),http://www.arapacis.it,+39-06-3211-1605,Roma,"Lungotevere in Augusta,  - Roma",mailto:pit@zetema.it,41.907654,12.474738
http://www.wikidata.org/entity/Q55386435,Museo dell’immagine fotografica e delle arti visuali,Point(12.605231 41.853363),http://www.mifav.uniroma2.it/mifav/index.html,+39-06-679-6482,Roma,"Via della Ricerca Scientifica, 1 - Roma",mailto:info@mifav.uniroma2.it,41.853363,12.605231
http://www.wikidata.org/entity/Q55674318,Museo dell’officina profumo - farmaceutica di Santa Maria Novella,Point(11.247714 43.774097),http://www.smnovella.com,+39-055-216276,Firenze,Via della Scala 16,mailto:visiteofficina@smnovella.com,43.774097,11.247714
http://www.wikidata.org/entity/Q55674318,Museo dell’officina profumo - farmaceutica di Santa Maria Novella,Point(11.247714 43.774097),http://www.smnovella.com,+39-055-216276,Firenze,Via della Scala 16,mailto:visiteofficina@smnovella.com,43.774567,11.246974
http://www.wikidata.org/entity/Q55379101,Museo dell’ordine dei Ministri degli infermi Camilliani,Point(12.476591 41.90018),http://www.camilliani.org,+39-06-899281,Roma,"Piazza della Maddalena, 53 - Roma",mailto:agmi@camilliani.org,41.90018,12.476591
http://www.wikidata.org/entity/Q55686303,Museo di Casa Vasari,Point(11.880257 43.468916),http://www.polomusealetoscana.beniculturali.it/index.php?it/192/museo-di-casa-vasari-arezzo,+39-0575-409040,Arezzo,Via XX Settembre 55,mailto:pm-tos@beniculturali.it,43.468887,11.880229
http://www.wikidata.org/entity/Q55686303,Museo di Casa Vasari,Point(11.880257 43.468916),http://www.polomusealetoscana.beniculturali.it/index.php?it/192/museo-di-casa-vasari-arezzo,+39-0575-409040,Arezzo,Via XX Settembre 55,mailto:pm-tos@beniculturali.it,43.468916,11.880257
http://www.wikidata.org/entity/Q2518724,Museo di Castelvecchio,Point(10.98777778 45.44),https://museodicastelvecchio.comune.verona.it,+39-045-806-2611,Verona,"Corso Castelvecchio, 2",mailto:castelvecchio@comune.verona.it,45.44,10.98777778
http://www.wikidata.org/entity/Q3868176,Museo di Palazzo Bellomo,Point(15.294687 37.057613),http://www.regione.sicilia.it/beniculturali/palazzobellomo/index.html,+39-0931-69511,Siracusa,"Via Capodieci, 14 - 16,  - Siracusa",mailto:gall.bellomo@regione.sicilia.it,37.057613,15.294687
http://www.wikidata.org/entity/Q55377433,Museo di Palazzo Costa,Point(9.699246 45.051105),http://www.piacenzamusei.it,+39-0523-306137,Piacenza,"Via Roma, 80,  - Piacenza",mailto:marcohorak@virgilio.it,45.051105,9.699246
http://www.wikidata.org/entity/Q3867768,Museo di Palazzo Pretorio,Point(11.096467 43.880829),http://www.palazzopretorio.prato.it/,+39-0574-183-7860,Prato,Piazza del Comune,mailto:m.mannini@comune.prato.it,43.880829,11.096467
http://www.wikidata.org/entity/Q21552224,Museo di Palazzo Te,Point(10.7888 45.146954),http://www.comune.mantova.it,+39-0376-365886,Mantova,"Viale Te, 13 - Mantova",mailto:ugo.bazzotti@domino.comune.mantova.it,45.146954,10.7888
http://www.wikidata.org/entity/Q55373903,Museo di Palazzo Vecchio,Point(11.255861 43.769693),http://www.comune.fi.it/servizi_pubblici/arte/musei,+39-055-276-8325,Firenze,"della Signoria,  - Firenze",mailto:gestione.musei@comune.firenze.it,43.769693,11.255861
http://www.wikidata.org/entity/Q55373903,Museo di Palazzo Vecchio,Point(11.255861 43.769693),http://www.comune.fi.it/servizi_pubblici/arte/musei,+39-055-276-8325,Firenze,"della Signoria,  - Firenze",mailto:gestione.musei@comune.firenze.it,43.769253000000006,11.255596
http://www.wikidata.org/entity/Q3868173,Museo di Piana delle Orme,Point(12.994458 41.46798),http://www.pianadelleorme.it,+39-0773-258708,Latina,"Via Migliara km 43,5 n. 29 - Borgo Faiti,  - Latina",mailto:info@pianadelleorme.it,41.46798,12.994458
http://www.wikidata.org/entity/Q3868173,Museo di Piana delle Orme,Point(12.994458 41.46798),http://www.pianadelleorme.it,+39-0773-258708,Latina,"Via Migliara km 43,5 n. 29 - Borgo Faiti,  - Latina",mailto:info@pianadelleorme.it,41.444029,12.985066999999999
http://www.wikidata.org/entity/Q3868175,Museo di Roma a palazzo Braschi,Point(12.472963 41.897186),http://www.museodiroma.it/,+39-06-6710-8312,Roma,"Piazza San Pantaleo , 10 - Roma",mailto:museodiroma@comune.roma.it,41.8976,12.4727
http://www.wikidata.org/entity/Q3868175,Museo di Roma a palazzo Braschi,Point(12.472963 41.897186),http://www.museodiroma.it/,+39-06-6710-8312,Roma,"Piazza San Pantaleo , 10 - Roma",mailto:museodiroma@comune.roma.it,41.897186,12.472963
http://www.wikidata.org/entity/Q3868182,Museo di Roma in Trastevere,Point(12.46897 41.88986),http://www.museodiromaintrastevere.it/,+39-06-589-9359,Roma,"Piazza Sant'Egidio,  - Roma",mailto:museodiroma.trastevere@comune.roma.it,41.88986,12.46897
http://www.wikidata.org/entity/Q13453137,Museo di San Marco,Point(11.259002 43.778138),http://www.polomusealetoscana.beniculturali.it/index.php?it/190/firenze-museo-di-san-marco,+39-055-238-8608,Firenze,Piazza San Marco 3,mailto:pm-tos.mussanmarco-fi@beniculturali.it,43.778138,11.259002
http://www.wikidata.org/entity/Q13453137,Museo di San Marco,Point(11.259002 43.778138),http://www.polomusealetoscana.beniculturali.it/index.php?it/190/firenze-museo-di-san-marco,+39-055-238-8608,Firenze,Piazza San Marco 3,mailto:pm-tos.mussanmarco-fi@beniculturali.it,43.7779,11.259393
http://www.wikidata.org/entity/Q55373853,Museo di Santa Maria Novella,Point(11.249367 43.7743),http://www.comune.fi.it/servizi_pubblici/arte/musei,+39-055-282187,Firenze,Piazza della Stazione 4,mailto:gestione.musei@comune.fi.it,43.775202,11.248978999999999
http://www.wikidata.org/entity/Q55373853,Museo di Santa Maria Novella,Point(11.249367 43.7743),http://www.comune.fi.it/servizi_pubblici/arte/musei,+39-055-282187,Firenze,Piazza della Stazione 4,mailto:gestione.musei@comune.fi.it,43.7743,11.249367
http://www.wikidata.org/entity/Q55360144,"Museo di anatomia comparata ""B. Grassi""",Point(12.516136 41.906654),https://web.uniroma1.it/polomuseale/museo-anatomia-comparata,+39-06-4991-8008,Roma,"Via Alfonso Borelli, 50 - Roma",mailto:museo.anatomiacomparata@uniroma1.it,41.906653999999996,12.516136
http://www.wikidata.org/entity/Q55360593,"Museo di anatomia comparata ""E. Giacomini""",Point(11.35388 44.49565),http://www.labalena.it,+39-051-209-4243,Bologna,"Via Selmi, 3,  - Bologna",mailto:info@labalena.it,44.49565,11.35388
http://www.wikidata.org/entity/Q55360833,Museo di anatomia di Modena,Point(10.921311 44.64945),http://www.museianatomici.unimore.it,+39-059-205-7131,Modena,"Via Berengario, 14,  - Modena",mailto:rita.maramaldo@unimore.it,44.64945,10.921311
http://www.wikidata.org/entity/Q55374737,Museo di anatomia e istologia patologica,Point(10.395587 43.720562),http://paleopatologia.it/museo,+39-050-992894,Pisa,Via Roma 57,mailto:g.fornaciari@med.unipi.it,43.720562,10.395586999999999
http://www.wikidata.org/entity/Q55374737,Museo di anatomia e istologia patologica,Point(10.395587 43.720562),http://paleopatologia.it/museo,+39-050-992894,Pisa,Via Roma 57,mailto:g.fornaciari@med.unipi.it,43.720515999999996,10.395583
http://www.wikidata.org/entity/Q55379138,"Museo di anatomia umana ""Luigi Rolando""",Point(7.680492 45.049484),http://www.museounito.it/anatomia/,+39-011-670-7798,Turin,"Corso Massimo D'Azeglio, 52,  - Torino",mailto:giacomo.giacobini@unito.it,45.049484,7.680492
http://www.wikidata.org/entity/Q55374740,Museo di anatomia umana del dipartimento di morfologia umana e biologia applicata,Point(10.395611 43.72018),http://www.med.unipi.it/morfologia/,+39-050-221-8601,Pisa,"Roma, 55 - Pisa",mailto:gianfranco.natale@anist.med.unipi.it,43.72018,10.395611
http://www.wikidata.org/entity/Q55360596,Museo di antropologia,Point(11.35388 44.49565),http://ww.sma.unibo.it/antropologia,+39-051-209-4196,Bologna,"Via Selmi, 3,  - Bologna",mailto:maria.belcastro@unibo.it,44.49565,11.35388
http://www.wikidata.org/entity/Q55360145,"Museo di antropologia ""Giuseppe Sergi""",Point(12.512097 41.901756),http://serverbau.bio.uniroma1.it,+39-06-4991-2271,Roma,"Piazzale Aldo Moro, 5 - Roma",mailto:giorgio.manzi@uniroma1.it,41.901756,12.512097
http://www.wikidata.org/entity/Q3868193,Museo di antropologia criminale Cesare Lombroso,Point(7.6803562 45.0497591),http://www.museounito.it/lombroso/,+39-011-670-8195,Turin,"Via Pietro Giuria, 15,  - Torino",mailto:museo.lombroso@unito.it,45.0497591,7.6803562
http://www.wikidata.org/entity/Q3868193,Museo di antropologia criminale Cesare Lombroso,Point(7.6803562 45.0497591),http://www.museounito.it/lombroso/,+39-011-670-8195,Turin,"Via Pietro Giuria, 15,  - Torino",mailto:museo.lombroso@unito.it,45.049778,7.679596000000001
http://www.wikidata.org/entity/Q55372387,Museo di antropologia e etnografia,Point(7.687534 45.064144),http://www.unito.it/dba/area-museo_antropologia.htm,+39-011-670-4550,Turin,"Via Accademia Albertina, 17,  - Torino",mailto:museo.antropologia@unito.it,45.064144,7.687533999999999
http://www.wikidata.org/entity/Q2644208,Museo di archeologia ligure,Point(8.817317 44.42949),http://www.museoarcheologicogenova.it/,+39-010-698-1048,Genova,"Via Pallavicini, 11 - Genova",mailto:archligure@comune.genova.it,44.42949,8.817317
http://www.wikidata.org/entity/Q2644208,Museo di archeologia ligure,Point(8.817317 44.42949),http://www.museoarcheologicogenova.it/,+39-010-698-1048,Genova,"Via Pallavicini, 11 - Genova",mailto:archligure@comune.genova.it,44.429375,8.817397
http://www.wikidata.org/entity/Q2669644,Museo di arte contemporanea,Point(12.503041 41.91369),https://www.museomacro.it/,+39-06-696271,Roma,"Via Nizza, 138 - Roma",mailto:info.macro@palaexpo.it,41.91369,12.503041
http://www.wikidata.org/entity/Q2669644,Museo di arte contemporanea,Point(12.503041 41.91369),https://www.museomacro.it/,+39-06-696271,Roma,"Via Nizza, 138 - Roma",mailto:info.macro@palaexpo.it,41.912825,12.50221667
http://www.wikidata.org/entity/Q55385675,Museo di arte e giacimenti minerari Maurizio Violo,Point(12.908264 41.47186),https://web.uniroma1.it/museoagm/,+39-0773-476526,Latina,"Via Andrea Doria, 3",mailto:museoartegiacimenti@uniroma1.it,41.47186,12.908263999999999
http://www.wikidata.org/entity/Q21127197,Museo di arte moderna di Avezzano,Point(13.425946 42.027724),http://www.comune.avezzano.aq.it/,+39-0863-501228,Avezzano,"Piazza Castello,  - Avezzano",mailto:gabinettodelsindaco@comunevavezzano.it,42.027724,13.425946
http://www.wikidata.org/entity/Q55360113,Museo di arte sacra San Giovanni dei Fiorentini,Point(12.464273 41.899788),http://www.sangiovdeifiorentini.com,+39-06-6889-2059,Roma,"Via Acciaioli, 2 - Roma",mailto:s.giovdeifiorentini@libero.it,41.899788,12.464273
http://www.wikidata.org/entity/Q55374316,Museo di arte sacra di Santa Giulia,Point(10.310625 43.550392),http://www.santagiulia.org,+39-0586-883598,Livorno,Via di Santa Giulia,mailto:confraternita@santagiulia.org,43.550391999999995,10.310625
http://www.wikidata.org/entity/Q55374316,Museo di arte sacra di Santa Giulia,Point(10.310625 43.550392),http://www.santagiulia.org,+39-0586-883598,Livorno,Via di Santa Giulia,mailto:confraternita@santagiulia.org,43.550388,10.310580999999999
http://www.wikidata.org/entity/Q55348382,Museo di chimica di Genova,Point(8.968279 44.40585),http://www.chimica.unige.it/museo/index.htm,+39-010-353-8728,Genova,"Viale Benedetto XV, 3 - Genova",mailto:ferrero@chimica.unige.it,44.40585,8.968278999999999
http://www.wikidata.org/entity/Q55360150,Museo di chimica di Roma,Point(12.512097 41.901756),https://web.uniroma1.it/polomuseale/museo-chimica,+39-06-4991-3167,Roma,"Piazzale Aldo Moro, 5 - Roma",mailto:museodichimica@uniroma1.it,41.901756,12.512097
http://www.wikidata.org/entity/Q55348413,"Museo di fisica ""G. Boato""",Point(8.97168 44.404007),http://www.fisica.unige.it,+39-010-353-6386,Genova,"Via Dodecaneso, 33 - Genova",mailto:mufis@mail.fisica.unige.it,44.404007,8.971680000000001
http://www.wikidata.org/entity/Q55360576,Museo di fisica di Bologna,Point(11.353877 44.498833),http://www.df.unibo.it/museo/welcome.htm,+39-051-209-1169,Bologna,"Via Irnerio, 46,  - Bologna",mailto:museo.fisica@unibo.it,44.498833000000005,11.353877
http://www.wikidata.org/entity/Q55360153,Museo di fisica di Roma,Point(12.512097 41.901756),http://www.phys.uniroma1.it/DipWeb/museo/home.htm,+39-06-4991-4334,Roma,"Piazzale Aldo Moro, 5 - Roma",mailto:fabio.sebastiani@roma1.infn.it,41.901756,12.512097
http://www.wikidata.org/entity/Q55360594,"Museo di mineralogia ""L. Bombicci""",Point(11.355921 44.498154),http://geominpunibo.it,+39-051-209-4926,Bologna,"Piazza di Porta San Donato, 1,  - Bologna",mailto:gianluigi.felice@unibo.it,44.498154,11.355921
http://www.wikidata.org/entity/Q55376609,Museo di mineralogia - Dipartimento di Scienze della terra - Sezione mineralogica - Universita',Point(9.22888 45.4736),http://www.gp.terra.unimi.it,+39-02-5031-5585,Milano,"Via Botticelli, 23 - Milano",mailto:achille.blasi@unimi.it,45.4736,9.22888
http://www.wikidata.org/entity/Q55359722,Museo di mineralogia di Palermo,Point(13.373511 38.109715),http://dati.beniculturali.it/mibact/luoghi/www.associazionegeode.it/museo-di-mineralogia,+39-091-2386-1648,παν-όρμος,"Via Archirafi, 36 - Palermo",mailto:info@associazionegeode.it,38.109715,13.373510999999999
http://www.wikidata.org/entity/Q55360155,Museo di mineralogia di Roma,Point(12.512097 41.901756),http://www.musei.uniroma1.it/informamuseonew.asp?ID=15,+39-06-4991-4887,Roma,"Piazzale Aldo Moro, 5 - Roma",mailto:musmin.roma@uniroma1.it,41.901756,12.512097
http://www.wikidata.org/entity/Q55340661,Museo di mineralogia e petrografia,Point(13.802032 45.65888),http://www.dst.units.it,+39-040-558-2264,Trieste,"Via Weiss, 6 - Trieste",mailto:princiva@units.it,45.658879999999996,13.802032
http://www.wikidata.org/entity/Q2219262,Museo di palazzo Mansi,Point(10.49916667 43.84361111),http://www.polomusealetoscana.beniculturali.it/index.php?it/182/lucca-museo-di-palazzo-mansi,+39-0583-55570,Lucca,"via Galli Tassi, 43 - Lucca",mailto:pm-tos.museilucchesi@beniculturali.it,43.843556,10.499169
http://www.wikidata.org/entity/Q2219262,Museo di palazzo Mansi,Point(10.499126 43.84356),http://www.luccamuseinazionali.it/it/mansi/museo-nazionale-di-palazzo-mansi,+39-0583-55570,Lucca,Via Galli Tassi 43,mailto:pm-tos.museilucchesi@beniculturali.it,43.84361111,10.49916667
http://www.wikidata.org/entity/Q2219262,Museo di palazzo Mansi,Point(10.49916667 43.84361111),http://www.polomusealetoscana.beniculturali.it/index.php?it/182/lucca-museo-di-palazzo-mansi,+39-0583-55570,Lucca,"via Galli Tassi, 43 - Lucca",mailto:pm-tos.museilucchesi@beniculturali.it,43.84356,10.499125999999999
http://www.wikidata.org/entity/Q55360417,Museo di paleontologia del Centro musei scienze naturali,Point(14.258098 40.847458),http://www.musei.unina.it,+39-081-253-7516,Napoli,"Largo S. Marcellino, 10 - Napoli",mailto:muspaleo@unina.it,40.847458,14.258098
http://www.wikidata.org/entity/Q1954246,Museo di paleontologia e geologia Gaetano Giorgio Gemmellaro,Point(13.359267 38.10882),http://www.unipa.it/museogemmellaro,+39-091-253-9477,παν-όρμος,"Corso Tukory, 131",mailto:mgup@unipa.it,38.108810999999996,13.35926
